aid,size,cpumax,cpumin,cpuavg,cpustdev,cpuxg,memmax,memmin,memavg,memstdev,memxg,disk,p
app_2803,1,4,4,4,0,0,8,8,8,0,0,60,0
app_2804,2,0.638,0.5,0.511,0.0292,0.127,5.6045,1,3.85,1.8777,1.7545,60,0
app_2805,2,2.408,0.5,0.5205,0.1929,1.8875,3.7089,3.0135,3.2565,0.1514,0.4524,100,0
app_2806,2,0.511,0.5,0.5001,0.0011,0.0109,5.6172,3.6386,4.7411,0.3894,0.876,60,0
app_2807,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2808,2,0.727,0.5,0.5135,0.0472,0.2135,3.3311,3.0651,3.1812,0.079,0.1499,60,0
app_2809,2,1.427,0.5,0.8214,0.3481,0.6056,6.6149,4.9416,5.3436,0.5142,1.2713,60,0
app_281,8,2.011,0.5,0.9713,0.3454,1.0397,5.7119,3.4916,5.5073,0.2438,0.2046,40,0
app_2810,1,1.139,0.5,0.5973,0.1794,0.5417,4.509,3.7373,4.1188,0.2044,0.3902,60,0
app_2811,1,0.5,0.5,0.5,0,0,2.8007,1,2.3078,0.6134,0.4929,60,0
app_2812,1,0.5,0.5,0.5,0,0,2.9555,1,1.0596,0.337,1.8959,60,0
app_2813,4,3.16,0.5,0.7834,0.5124,2.3766,6.5642,4.1087,5.1107,0.4249,1.4534,60,0
app_2814,25,0.5,0.5,0.5,0,0,5.5905,1,3.8472,2.1826,1.7433,60,0
app_2815,60,0.561,0.5,0.501,0.0074,0.06,7.4429,5.1289,5.5213,0.4066,1.9216,60,0
app_2816,4,0.611,0.5,0.5059,0.0201,0.1051,4.5789,2.8761,3.6953,0.4676,0.8837,60,0
app_2817,1,0.5,0.5,0.5,0,0,3.1059,2.5968,2.9153,0.1643,0.1907,60,0
app_2818,2,0.95,0.5,0.531,0.0817,0.419,5.6669,5.1706,5.4085,0.1568,0.2584,60,0
app_2819,4,0.707,0.5,0.5456,0.0709,0.1614,4.5082,2.6232,3.6461,0.6782,0.8621,60,0
app_282,1,0.5,0.5,0.5,0,0,2.7971,2.3352,2.6264,0.1061,0.1707,60,0
app_2820,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2821,1,0.5,0.5,0.5,0,0,3.1905,2.9303,3.052,0.0718,0.1385,60,0
app_2822,2,1.762,1.136,1.5637,0.2074,0.1983,5.1246,3.1988,4.5618,0.4803,0.5629,80,0
app_2823,1,0.5,0.5,0.5,0,0,3.1921,2.2091,2.8133,0.3351,0.3788,60,0
app_2824,1,0.5,0.5,0.5,0,0,5.0828,4.5443,4.8993,0.1365,0.1835,60,0
app_2825,4,0.5,0.5,0.5,0,0,3.8144,2.5861,3.4926,0.3004,0.3219,60,0
app_2826,4,4,0.5,1.014,0.8542,2.986,5.3668,3.77,5.0113,0.2423,0.3555,60,0
app_2827,2,0.5,0.5,0.5,0,0,4.7678,4.291,4.6255,0.1393,0.1422,60,0
app_2828,4,0.5,0.5,0.5,0,0,4.517,3.0388,3.9177,0.4999,0.5993,60,0
app_2829,5,0.552,0.5,0.5005,0.0053,0.0515,4.161,2.7863,3.664,0.2891,0.497,60,0
app_283,4,2.596,0.5,0.9823,0.3428,1.6137,6.3761,5.781,6.0524,0.1533,0.3237,60,0
app_2830,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2831,35,1.809,0.5,0.568,0.1629,1.241,5.4746,5.0726,5.2736,0.0837,0.201,60,0
app_2832,1,0.5,0.5,0.5,0,0,3.559,1,2.3602,0.7477,1.1987,60,0
app_2833,2,0.5,0.5,0.5,0,0,4.8026,4.3162,4.6322,0.1956,0.1705,60,0
app_2834,1,3.897,0.5,0.5544,0.3563,3.3426,5.3982,1,3.8582,0.9002,1.5399,100,0
app_2835,2,1.785,0.5,0.5131,0.1298,1.2719,5.2028,4.8137,5.0233,0.112,0.1795,60,0
app_2836,1,0.5,0.5,0.5,0,0,2.4302,1,1.4819,0.6392,0.9482,60,0
app_2837,1,0.5,0.5,0.5,0,0,4.5614,3.0281,3.687,0.5306,0.8743,60,0
app_2838,1,0.5,0.5,0.5,0,0,2.553,2.1179,2.3479,0.1067,0.2052,60,0
app_2839,10,3.882,0.5,1.5428,1.0452,2.3392,7.8016,6.2196,6.8632,0.4296,0.9384,60,0
app_284,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2840,2,0.5,0.5,0.5,0,0,2.3164,1.5249,1.7672,0.1788,0.5492,60,0
app_2841,3,0.5,0.5,0.5,0,0,3.0821,2.5201,2.8819,0.1398,0.2002,60,0
app_2842,2,0.5,0.5,0.5,0,0,2.8144,2.4142,2.6768,0.0999,0.1376,60,0
app_2843,3,0.5,0.5,0.5,0,0,4.8837,3.4923,4.6969,0.2993,0.1868,60,0
app_2844,7,1.854,0.5,0.6537,0.2457,1.2003,9.6089,7.9396,8.7906,0.1493,0.8183,100,0
app_2845,4,0.5,0.5,0.5,0,0,5.8071,3.7221,5.4133,0.3736,0.3939,60,0
app_2846,3,0.5,0.5,0.5,0,0,3.6208,3.1982,3.36,0.138,0.2608,60,0
app_2847,5,0.532,0.5,0.5003,0.0032,0.0317,5.1351,3.601,4.7631,0.2689,0.3719,60,0
app_2848,1,0.5,0.5,0.5,0,0,4.2116,4.0408,4.115,0.0545,0.0966,60,0
app_2849,4,0.5,0.5,0.5,0,0,5.0323,3.1731,4.0209,0.4451,1.0115,60,0
app_285,2,0.5,0.5,0.5,0,0,3.2496,2.2431,3.0132,0.1612,0.2364,60,0
app_2850,67,1.853,0.5,0.9924,0.2714,0.8606,6.2114,5.3383,5.5962,0.2171,0.6152,40,0
app_2851,1,16,16,16,0,0,60,60,60,0,0,60,0
app_2852,18,4,4,4,0,0,8,8,8,0,0,60,0
app_2853,6,1.344,0.5,0.6043,0.1575,0.7397,4.9254,3.4463,4.582,0.307,0.3435,40,0
app_2854,2,0.5,0.5,0.5,0,0,3.4727,2.9929,3.2284,0.134,0.2443,60,0
app_2855,1,0.694,0.5,0.5126,0.0383,0.1814,4.5719,1,1.8557,1.5083,2.7162,60,0
app_2856,4,0.871,0.5,0.5136,0.0608,0.3574,5.7288,5.2876,5.5014,0.099,0.2274,60,0
app_2857,1,3.68,0.5,2.3142,0.9476,1.3658,13.2667,12.9291,13.0895,0.0984,0.1772,100,0
app_2858,1,0.5,0.5,0.5,0,0,2.8502,2.4463,2.6668,0.1188,0.1834,60,0
app_2859,2,0.846,0.5,0.552,0.092,0.294,9.2427,4.7991,7.1995,1.4115,2.0431,60,0
app_286,18,1.848,0.5,0.7588,0.3267,1.0892,7.1379,5.7743,6.2771,0.4385,0.8609,60,0
app_2860,1,0.56,0.5,0.5014,0.0075,0.0586,4.6219,3.0821,4.1871,0.5725,0.4348,60,0
app_2861,3,0.5,0.5,0.5,0,0,5.4411,4.115,5.2194,0.2533,0.2217,60,0
app_2862,2,0.5,0.5,0.5,0,0,3.7231,1,1.8589,1.1658,1.8642,60,0
app_2863,1,4,4,4,0,0,8,8,8,0,0,60,0
app_2864,2,0.582,0.5,0.5008,0.0083,0.0812,4.4743,3.0502,3.7405,0.4641,0.7338,60,0
app_2865,1,0.5,0.5,0.5,0,0,3.2467,2.7055,3.0128,0.1638,0.2339,60,0
app_2866,2,0.5,0.5,0.5,0,0,4.6,3.7482,4.2476,0.2651,0.3523,60,0
app_2867,2,1.054,0.5,0.5103,0.0693,0.5437,4.825,3.4725,4.5687,0.283,0.2562,60,0
app_2868,1,0.5,0.5,0.5,0,0,3.3767,3.0963,3.219,0.1169,0.1577,60,0
app_2869,1,0.5,0.5,0.5,0,0,5.0269,3.3151,4.3433,0.5514,0.6836,200,0
app_287,2,0.5,0.5,0.5,0,0,3.5479,2.8902,3.3922,0.1137,0.1556,60,0
app_2870,2,0.5,0.5,0.5,0,0,3.0401,2.4382,2.8473,0.1416,0.1928,60,0
app_2871,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2872,4,0.5,0.5,0.5,0,0,3.9457,2.8839,3.6132,0.2878,0.3325,60,0
app_2873,2,0.5,0.5,0.5,0,0,5.0051,1,2.8127,1.7796,2.1923,60,0
app_2874,98,4,0.5,0.9747,0.4148,3.0253,2.2909,1,1.0389,0.22,1.252,60,0
app_2875,7,1.786,0.5,0.8485,0.3042,0.9375,6.0926,3.514,4.799,0.582,1.2935,60,0
app_2876,8,1.433,0.5,0.6842,0.2514,0.7488,6.2912,5.1817,5.7559,0.2836,0.5354,60,0
app_2877,3,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2878,2,4,4,4,0,0,8,8,8,0,0,60,0
app_2879,1,1.968,0.5,0.5364,0.1986,1.4316,10.8285,7.7988,9.0832,0.6363,1.7454,60,0
app_288,2,0.5,0.5,0.5,0,0,3.3655,2.4365,3.0667,0.238,0.2988,60,0
app_2880,6,2.052,0.5,0.9027,0.4551,1.1493,7.1896,4.5071,5.4906,0.695,1.699,60,0
app_2881,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2882,1,4,4,4,0,0,8,8,8,0,0,80,0
app_2883,4,1.503,0.5,0.5142,0.1036,0.9888,4.7299,3.0204,4.2864,0.3704,0.4435,60,0
app_2884,2,0.5,0.5,0.5,0,0,2.8786,2.437,2.7249,0.1923,0.1537,60,0
app_2885,1,0.5,0.5,0.5,0,0,2.9264,2.4479,2.8276,0.0748,0.0988,60,0
app_2886,31,0.918,0.5,0.5292,0.0758,0.3888,1,1,1,0,0,60,0
app_2887,18,1.854,0.516,1.0851,0.2779,0.7689,9.2998,5.9159,8.0408,0.783,1.2589,200,0
app_2888,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2889,4,0.5,0.5,0.5,0,0,3.6245,2.4704,3.4057,0.2786,0.2188,60,0
app_289,5,1.436,0.5,0.5306,0.1295,0.9054,5.4915,4.8562,5.0378,0.1091,0.4537,60,0
app_2890,2,2.223,0.5,0.7736,0.361,1.4494,5.3094,4.012,5.038,0.2269,0.2714,60,0
app_2891,1,0.511,0.5,0.5001,0.0011,0.0109,5.3282,4.8452,5.0894,0.1427,0.2388,60,0
app_2892,18,0.5,0.5,0.5,0,0,3.2614,2.3267,2.779,0.1826,0.4824,60,0
app_2893,2,0.5,0.5,0.5,0,0,2.8525,2.1251,2.6019,0.172,0.2506,60,0
app_2894,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2895,8,1.07,0.5,0.5072,0.059,0.5628,6.04,4.8082,5.278,0.3618,0.7619,60,0
app_2896,5,1.163,0.5,0.7891,0.1416,0.3739,11.8289,8.2586,9.2628,0.5753,2.5661,80,0
app_2897,1,0.5,0.5,0.5,0,0,4.5821,3.4025,4.3479,0.43,0.2343,60,0
app_2898,1,0.5,0.5,0.5,0,0,4.5569,1,3.4548,0.7787,1.1022,60,0
app_2899,5,24,0.5,3.7995,6.0177,20.2005,5.441,2.9626,4.0625,0.9141,1.3785,300,0
app_29,2,0.5,0.5,0.5,0,0,3.8371,3.0897,3.5023,0.1784,0.3347,60,0
app_290,103,1.827,0.5,0.8303,0.3133,0.9967,6.398,5.2649,5.931,0.3578,0.467,60,0
app_2900,24,0.976,0.5,0.5895,0.1139,0.3865,5.819,5.224,5.5205,0.1975,0.2985,60,0
app_2901,2,0.5,0.5,0.5,0,0,4.6175,2.6531,3.1078,0.5017,1.5097,60,0
app_2902,2,0.5,0.5,0.5,0,0,2.5559,2.2553,2.514,0.0437,0.0419,60,0
app_2903,2,0.5,0.5,0.5,0,0,3.3987,2.8359,3.2165,0.1276,0.1821,60,0
app_2904,108,2.869,0.758,1.5898,0.2792,1.2792,6.7066,5.4221,6.2336,0.3473,0.4729,100,0
app_2905,2,3.416,0.5,1.0251,0.6948,2.3909,3.4064,2.3011,2.8293,0.197,0.5771,60,0
app_2906,2,0.5,0.5,0.5,0,0,3.7601,3.1822,3.5678,0.1719,0.1923,60,0
app_2907,1,4,4,4,0,0,8,8,8,0,0,60,0
app_2908,1,0.5,0.5,0.5,0,0,2.9216,2.2689,2.7174,0.1929,0.2043,60,0
app_2909,2,0.5,0.5,0.5,0,0,4.0279,2.5245,2.954,0.438,1.074,60,0
app_291,1,0.5,0.5,0.5,0,0,3.5445,2.4453,3.1784,0.4073,0.3662,60,0
app_2910,50,2.967,0.55,1.3948,0.5156,1.5722,5.7595,5.0194,5.281,0.1717,0.4785,60,0
app_2911,4,0.878,0.5,0.5053,0.0395,0.3727,4.0932,3.3927,3.8655,0.1429,0.2276,60,0
app_2912,3,3.252,0.5,0.5819,0.3672,2.6701,5.1129,3.0683,4.752,0.5107,0.3608,60,0
app_2913,17,1.132,0.5,0.7288,0.1779,0.4032,5.0953,4.6262,4.9949,0.0887,0.1004,60,0
app_2914,3,3.258,0.5,1.0117,0.5523,2.2463,5.0058,3.3672,4.4154,0.538,0.5904,60,0
app_2915,2,0.5,0.5,0.5,0,0,2.7046,2.0862,2.4556,0.1689,0.249,60,0
app_2916,2,2.11,0.5,1.7201,0.3639,0.3899,3.8498,1,3.1199,0.5036,0.7299,60,0
app_2917,3,3.337,0.5,1.4851,0.7066,1.8519,5.0462,2.8362,4.8144,0.2572,0.2318,60,0
app_2918,7,0.5,0.5,0.5,0,0,4.1015,2.501,3.0704,0.5582,1.0311,60,0
app_2919,1,0.5,0.5,0.5,0,0,3.7486,1,2.7108,0.8516,1.0379,60,0
app_292,12,1.819,0.5,1.218,0.2291,0.601,6.1176,5.7938,5.9816,0.0871,0.136,40,0
app_2920,1,4.151,0.5,1.5486,1.5818,2.6024,7.8854,6.1285,7.2873,0.5197,0.5981,60,0
app_2921,2,4,0.5,1.0663,1.2614,2.9337,7.3846,3.2111,5.5408,1.2499,1.8438,60,0
app_2922,2,0.5,0.5,0.5,0,0,2.4521,1.5985,2.2902,0.1667,0.1619,60,0
app_2923,1,0.513,0.5,0.5001,0.0013,0.0129,4.3071,3.5604,3.9864,0.223,0.3206,60,0
app_2924,4,2.34,0.5,0.5188,0.1859,1.8212,4.8209,1,4.3687,0.9832,0.4523,60,0
app_2925,2,0.5,0.5,0.5,0,0,1.2511,1,1.013,0.051,0.2381,60,0
app_2926,2,4,4,4,0,0,8,8,8,0,0,60,0
app_2927,1,2.113,0.5,0.524,0.1785,1.589,2.8151,2.4162,2.5755,0.1514,0.2396,60,0
app_2928,14,0.5,0.5,0.5,0,0,4.825,1,4.4644,0.3867,0.3605,80,0
app_2929,2,0.5,0.5,0.5,0,0,5.2165,4.5869,5.0309,0.1657,0.1856,60,0
app_293,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2930,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2931,1,3.401,0.5,0.5844,0.413,2.8166,5.1936,3.8464,4.5926,0.4858,0.601,60,0
app_2932,2,0.5,0.5,0.5,0,0,1.3498,1,1.1331,0.1334,0.2167,60,0
app_2933,1,2.09,0.5,0.5804,0.2877,1.5096,5.0697,3.0741,4.7389,0.2407,0.3308,60,0
app_2934,1,0.5,0.5,0.5,0,0,3.7823,3.0361,3.1065,0.0793,0.6758,60,0
app_2935,3,0.555,0.5,0.5006,0.0056,0.0544,4.3508,3.6707,4.0976,0.1494,0.2532,60,0
app_2936,2,0.5,0.5,0.5,0,0,4.0001,2.5309,3.1491,0.4806,0.8509,60,0
app_2937,3,4,4,4,0,0,8,8,8,0,0,60,0
app_2938,3,1.064,0.5,0.506,0.057,0.558,4.5096,3.0652,3.8865,0.3393,0.6232,60,0
app_2939,2,0.5,0.5,0.5,0,0,4.9936,3.3244,4.4433,0.5124,0.5503,60,0
app_294,2,0.5,0.5,0.5,0,0,4.7377,1,4.3802,1.0148,0.3576,60,0
app_2940,59,1.231,0.5,0.5318,0.1198,0.6992,6.7101,1,5.6818,1.7739,1.0283,60,0
app_2941,1,0.572,0.5,0.5007,0.0073,0.0713,3.0448,2.5411,2.7773,0.1474,0.2675,60,0
app_2942,13,1.868,0.5,0.5336,0.1813,1.3344,5.0587,3.4604,4.3521,0.3906,0.7065,60,0
app_2943,1,0.5,0.5,0.5,0,0,5.6599,5.2852,5.3982,0.0785,0.2618,60,0
app_2944,2,1.972,0.5,0.515,0.1487,1.457,4.5765,4.0834,4.3506,0.1153,0.2259,60,0
app_2945,2,0.5,0.5,0.5,0,0,3.3433,2.6004,3.1664,0.1614,0.1769,60,0
app_2946,2,1.325,0.5,0.6164,0.1611,0.7086,6.3445,4.3673,5.0772,0.46,1.2673,100,0
app_2947,2,0.5,0.5,0.5,0,0,3.2926,2.7111,3.0395,0.1511,0.2531,60,0
app_2948,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2949,6,2.794,0.5,0.6253,0.4687,2.1687,4.9729,2.4767,3.9751,0.8618,0.9978,60,0
app_295,2,0.5,0.5,0.5,0,0,4.4345,3.0079,3.479,0.486,0.9554,60,0
app_2950,1,0.5,0.5,0.5,0,0,1.7522,1.6904,1.7007,0.0087,0.0514,60,0
app_2951,1,0.5,0.5,0.5,0,0,3.4654,2.8434,3.2156,0.1552,0.2498,60,0
app_2952,5,0.5,0.5,0.5,0,0,3.8001,2.9907,3.4222,0.2666,0.3779,60,0
app_2953,2,1.037,0.5,0.5408,0.1095,0.4962,6.2526,3.1797,5.9145,0.6558,0.3381,60,0
app_2954,5,3.457,0.5,1.2156,0.6311,2.2414,5.9418,4.4875,5.1238,0.2805,0.818,60,0
app_2955,2,4,4,4,0,0,8,8,8,0,0,60,0
app_2956,1,0.5,0.5,0.5,0,0,6.0422,5.2125,5.9482,0.1663,0.094,60,0
app_2957,70,3.928,1.409,1.8878,0.3413,2.0402,6.7018,1,4.7266,2.2617,1.9752,60,0
app_2958,1,0.5,0.5,0.5,0,0,3.1666,2.5183,2.9314,0.1485,0.2352,60,0
app_2959,2,0.5,0.5,0.5,0,0,3.0006,2.1168,2.8215,0.1949,0.1792,60,0
app_296,2,0.5,0.5,0.5,0,0,3.2773,2.8758,3.0961,0.1065,0.1812,60,0
app_2960,1,4,4,4,0,0,8,8,8,0,0,60,0
app_2961,3,0.5,0.5,0.5,0,0,5.153,1,3.3991,0.7045,1.7538,60,0
app_2962,6,3.315,0.5,1.31,0.672,2.005,1,1,1,0,0,60,0
app_2963,2,4.538,0.5,0.9336,0.7862,3.6044,9.0307,4.8728,7.479,0.9974,1.5518,80,0
app_2964,99,2.668,0.5,1.0508,0.5189,1.6172,7.0128,5.466,6.6853,0.2881,0.3275,60,0
app_2965,2,4,4,4,0,0,8,8,8,0,0,60,0
app_2966,2,0.821,0.5,0.5157,0.051,0.3053,4.8372,3.3032,4.2905,0.4795,0.5467,60,0
app_2967,2,4,0.5,0.7996,0.6154,3.2004,5.2857,2.3117,4.2517,0.9689,1.034,60,0
app_2968,1,4,4,4,0,0,8,8,8,0,0,60,0
app_2969,3,0.5,0.5,0.5,0,0,3.5567,2.9268,3.2956,0.1724,0.2611,60,0
app_297,1,0.5,0.5,0.5,0,0,5.247,3.1701,4.7178,0.7869,0.5292,60,0
app_2970,14,4.231,0.5,0.5948,0.4877,3.6362,9.3123,4.9172,6.1889,1.1704,3.1234,100,0
app_2971,1,0.5,0.5,0.5,0,0,2.8434,1.9077,2.4086,0.2613,0.4348,100,0
app_2972,1,0.5,0.5,0.5,0,0,3.215,2.5105,2.863,0.2061,0.352,60,0
app_2973,4,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2974,2,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2975,1,0.5,0.5,0.5,0,0,4.9938,2.7651,4.472,0.7155,0.5217,60,0
app_2976,1,3.203,0.5,1.5153,0.5505,1.6877,11.4875,7.5112,10.6719,0.5446,0.8156,100,0
app_2977,7,4,4,4,0,0,8,8,8,0,0,60,0
app_2978,12,1.881,0.5,0.6007,0.2267,1.2803,5.8605,5.0923,5.5691,0.1989,0.2914,60,0
app_2979,5,1.654,0.5,0.515,0.1175,1.139,5.215,4.7946,5.0525,0.1124,0.1625,60,0
app_298,2,0.5,0.5,0.5,0,0,2.7803,2.4372,2.5641,0.0882,0.2162,60,0
app_2980,10,0.5,0.5,0.5,0,0,8,4.6591,7.7941,0.7519,0.2059,60,0
app_2981,2,0.5,0.5,0.5,0,0,3.9169,2.8762,3.5359,0.2591,0.381,60,0
app_2982,2,1.812,0.5,0.5261,0.1816,1.2859,6.639,4.7552,5.4105,0.5637,1.2285,60,0
app_2983,3,3.182,0.5,1.8649,0.7155,1.3171,7.2479,5.8464,6.4682,0.3032,0.7797,60,0
app_2984,20,2.794,0.5,1.0684,0.6606,1.7256,5.731,4.832,5.4575,0.2391,0.2735,60,0
app_2985,1,1.453,0.5,0.6415,0.1684,0.8115,5.5038,2.8828,5.0192,0.7225,0.4846,40,0
app_2986,2,4,4,4,0,0,8,8,8,0,0,60,0
app_2987,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2988,1,0.5,0.5,0.5,0,0,3.2934,2.6998,3.0374,0.0788,0.256,60,0
app_2989,2,1.085,0.5,0.5989,0.1525,0.4861,5.054,3.1691,4.8467,0.267,0.2073,60,0
app_299,2,0.967,0.5,0.514,0.0627,0.453,1,1,1,0,0,60,0
app_2990,1,0.5,0.5,0.5,0,0,5.9448,3.1432,4.7855,1.0281,1.1593,60,0
app_2991,2,0.5,0.5,0.5,0,0,2.7493,1.6828,2.3999,0.3099,0.3494,60,0
app_2992,1,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_2993,1,0.968,0.5,0.6503,0.2184,0.3177,4.8886,4.5671,4.6876,0.0856,0.2009,60,0
app_2994,1,1.019,0.5,0.5053,0.0524,0.5137,6.2037,5.0191,5.6973,0.2061,0.5064,60,0
app_2995,1,0.5,0.5,0.5,0,0,3.2598,2.3708,2.987,0.2338,0.2728,60,0
app_2996,3,1.391,0.5,0.5884,0.1958,0.8026,7.6069,4.8753,7.2881,0.4077,0.3188,60,0
app_2997,2,0.5,0.5,0.5,0,0,2.8928,1,1.7815,0.8904,1.1113,60,0
app_2998,16,1.865,0.5,0.5533,0.1852,1.3117,5.4782,1,4.6731,1.3302,0.8051,60,0
app_2999,1,0.5,0.5,0.5,0,0,9.2173,7.8669,8.4865,0.3895,0.7308,40,0
app_3,4,0.5,0.5,0.5,0,0,5.401,3.2045,4.5323,0.5281,0.8688,60,0
app_30,4,1.348,0.5,0.5732,0.17,0.7748,2.3869,1,1.115,0.3321,1.2719,1024,0
app_300,2,1.024,0.5,0.5322,0.1163,0.4918,5.9642,5.2773,5.6575,0.1506,0.3067,60,0
app_3000,4,2.026,0.5,0.5799,0.2272,1.4461,7.7125,4.1843,5.8027,0.8813,1.9098,60,0
app_3001,14,0.964,0.5,0.5065,0.0472,0.4575,5.433,4.9602,5.2756,0.1109,0.1574,60,0
app_3002,18,1.744,0.5,0.544,0.1763,1.2,5.7435,1,4.8294,1.6374,0.9141,60,0
app_3003,2,0.5,0.5,0.5,0,0,3.5898,3.0589,3.4064,0.1367,0.1834,60,0
app_3004,1,0.5,0.5,0.5,0,0,2.9094,2.6392,2.7997,0.0624,0.1098,60,0
app_3005,1,4,4,4,0,0,16,16,16,0,0,80,0
app_3006,1,4,4,4,0,0,8,8,8,0,0,60,0
app_3007,4,1.104,0.5,0.5084,0.0643,0.5956,6.3443,3.396,5.1128,0.5088,1.2315,60,0
app_3008,5,0.503,0.5,0.5,0.0003,0.003,3.4928,2.8486,3.2793,0.1197,0.2135,60,0
app_3009,24,2.551,0.5,0.8628,0.3437,1.6882,6.692,5.045,5.6766,0.5989,1.0154,60,0
app_301,21,8,0.5,1.9919,1.3394,6.0081,9.1004,1,6.2391,1.7127,2.8613,200,0
app_3010,10,1.165,0.5,0.5226,0.0756,0.6424,6.1919,4.44,5.1863,0.4024,1.0055,60,0
app_3011,7,1.877,0.5,0.6273,0.2812,1.2497,6.3347,4.3195,5.7178,0.4254,0.6169,60,0
app_3012,2,0.5,0.5,0.5,0,0,3.3039,1,1.7007,0.9707,1.6032,60,0
app_3013,2,0.5,0.5,0.5,0,0,1.0795,1,1.0008,0.008,0.0787,60,0
app_3014,2,0.5,0.5,0.5,0,0,2.9489,2.5922,2.8159,0.0727,0.1331,60,0
app_3015,4,2.701,0.5,1.2974,0.3871,1.4036,5.7805,5.1559,5.6003,0.1531,0.1802,60,0
app_3016,1,0.885,0.5,0.5039,0.0389,0.3811,5.4167,3.3275,4.5724,0.79,0.8443,60,0
app_3017,2,0.5,0.5,0.5,0,0,4.2747,2.2871,3.103,0.4138,1.1717,60,0
app_3018,2,0.5,0.5,0.5,0,0,1.0735,1,1.0073,0.0143,0.0662,60,0
app_3019,7,1.79,0.5,1.0864,0.4042,0.7036,1,1,1,0,0,60,0
app_302,8,8,0.5,1.0163,1.5049,6.9837,13.8604,12.9583,13.4066,0.1512,0.4538,100,0
app_3020,1,0.5,0.5,0.5,0,0,2.7523,2.4253,2.5546,0.0813,0.1977,60,0
app_3021,37,2.562,0.5,1.0004,0.4249,1.5616,6.9606,1,5.9365,1.0621,1.0241,60,0
app_3022,3,1.186,0.5,0.5976,0.1793,0.5884,5.1744,4.616,4.9375,0.1785,0.2369,60,0
app_3023,6,2.291,0.5,0.6282,0.3107,1.6628,4.2458,2.642,3.751,0.4427,0.4948,60,0
app_3024,1,0.5,0.5,0.5,0,0,2.3445,1,1.0412,0.2328,1.3033,60,0
app_3025,1,0.5,0.5,0.5,0,0,4.3387,2.9526,3.7999,0.4407,0.5388,60,0
app_3026,1,0.5,0.5,0.5,0,0,6.2799,4.3286,5.7065,0.7251,0.5734,60,0
app_3027,6,0.5,0.5,0.5,0,0,1,1,1,0,0,60,0
app_3028,1,4,4,4,0,0,8,8,8,0,0,60,0
app_3029,2,1.152,0.5,0.5067,0.0659,0.6453,4.4361,2.758,3.4484,0.4493,0.9877,60,0
app_303,5,0.5,0.5,0.5,0,0,3.7354,3.1089,3.4905,0.1344,0.2449,60,0
app_3030,2,0.5,0.5,0.5,0,0,3.6291,2.9262,3.364,0.175,0.2652,60,0
app_3031,2,0.5,0.5,0.5,0,0,2.7867,2.3989,2.6592,0.1172,0.1276,40,0
app_3032,12,1.993,0.5,0.5922,0.2587,1.4008,6.9796,5.0893,6.0916,0.5822,0.888,40,0
app_3033,11,3.775,0.5,0.9009,0.6234,2.8741,6.2665,3.8932,5.7535,0.4418,0.513,80,0
app_3034,2,0.5,0.5,0.5,0,0,3.1929,2.6783,3.0083,0.1599,0.1845,60,0
app_3035,1,0.5,0.5,0.5,0,0,1.4799,1,1.2711,0.1488,0.2088,60,0
app_3036,6,2.17,0.5,0.7468,0.4284,1.4232,5.255,4.712,5.0807,0.1091,0.1743,60,0
app_3037,3,2.621,0.5,0.6076,0.4166,2.0134,5.6254,4.842,5.3191,0.1639,0.3063,60,0
app_3038,1,0.935,0.5,0.5224,0.0681,0.4126,5.4566,5.1124,5.227,0.1034,0.2296,100,0
app_3039,1,6.154,0.5,1.4404,1.3315,4.7136,8.4008,1,4.5701,3.5901,3.8307,60,0
app_304,1,0.5,0.5,0.5,0,0,2.7278,2.2145,2.5026,0.1116,0.2252,60,0
app_3040,1,4,4,4,0,0,8,8,8,0,0,60,0
app_3041,9,2.081,0.5,1.0108,0.3818,1.0702,5.4816,4.7376,5.2708,0.1622,0.2108,60,0
app_3042,2,0.5,0.5,0.5,0,0,4.119,1,2.2401,1.4196,1.879,80,0
app_3043,1,1.267,0.5,0.6932,0.2674,0.5738,6.1599,5.651,5.9773,0.1517,0.1827,60,0
app_3044,2,0.5,0.5,0.5,0,0,5.9372,4.0078,5.6815,0.3864,0.2557,60,0
app_3045,2,1.043,0.5,0.6232,0.1476,0.4198,5.51,4.9423,5.3403,0.1418,0.1697,60,0
app_3046,1,4,4,4,0,0,8,8,8,0,0,60,0
